Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
copy of copy of copy,47,47,70,28,0.00,https://perldoc.perl.org/File::Copy,0,0,0.00,0,2760000000,"[3,66,3,3,3,3,44,18,3,3,3,3]",2025-12-12,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
bless perl,14,14,40,12,0.00,https://perldoc.perl.org/5.36.3/functions/bless,0,0,0.00,0,10,"[45,45,45,18,100,18,18,18,18,18,18,18]",2025-11-11,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
bless perl,20,20,40,12,0.00,https://blogs.perl.org/users/yuki_kimoto/2019/01/bless-is-good-parts-of-perl-language.html,0,0,0.00,0,10,"[45,45,45,18,100,18,18,18,18,18,18,18]",2025-11-11,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
bless perl,27,27,40,12,0.00,https://perldoc.perl.org/perlobj,0,0,0.00,0,10,"[45,45,45,18,100,18,18,18,18,18,18,18]",2025-11-11,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
bless perl,37,37,40,12,0.00,https://perldoc.perl.org/5.005/functions/bless,0,0,0.00,0,10,"[45,45,45,18,100,18,18,18,18,18,18,18]",2025-11-11,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
bless perl,48,48,40,12,0.00,https://perldoc.perl.org/perlobj,0,0,0.00,0,10,"[45,45,45,18,100,18,18,18,18,18,18,18]",2025-11-11,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
bless perl,70,70,40,12,0.00,https://perldoc.perl.org/perlfunc,0,0,0.00,0,10,"[45,45,45,18,100,18,18,18,18,18,18,18]",2025-11-11,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
bless perl,77,77,40,12,0.00,https://perldoc.perl.org/perlclass,0,0,0.00,0,10,"[45,45,45,18,100,18,18,18,18,18,18,18]",2025-11-11,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
bless perl,79,79,40,12,0.00,https://perldoc.perl.org/perlfunc,0,0,0.00,0,10,"[45,45,45,18,100,18,18,18,18,18,18,18]",2025-11-11,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
bless perl,86,86,40,12,0.00,https://perldoc.perl.org/perlclass,0,0,0.00,0,10,"[45,45,45,18,100,18,18,18,18,18,18,18]",2025-11-11,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
bless perl,88,88,40,12,0.00,https://perldoc.perl.org/perlref,0,0,0.00,0,10,"[45,45,45,18,100,18,18,18,18,18,18,18]",2025-11-11,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
bless perl,89,89,40,12,0.00,https://perldoc.perl.org/perlglossary,0,0,0.00,0,10,"[45,45,45,18,100,18,18,18,18,18,18,18]",2025-11-11,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
bless perl,90,90,40,12,0.00,https://perldoc.perl.org/perlmod,0,0,0.00,0,10,"[45,45,45,18,100,18,18,18,18,18,18,18]",2025-11-11,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
bless perl,91,91,40,12,0.00,https://perldoc.perl.org/perlop,0,0,0.00,0,10,"[45,45,45,18,100,18,18,18,18,18,18,18]",2025-11-11,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
bless perl,92,92,40,12,0.00,https://perldoc.perl.org/perltoc,0,0,0.00,0,10,"[45,45,45,18,100,18,18,18,18,18,18,18]",2025-11-11,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
bless perl,93,93,40,12,0.00,https://perldoc.perl.org/perlvar,0,0,0.00,0,10,"[45,45,45,18,100,18,18,18,18,18,18,18]",2025-11-11,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
bless perl,94,94,40,12,0.00,https://perldoc.perl.org/Class::Struct,0,0,0.00,0,10,"[45,45,45,18,100,18,18,18,18,18,18,18]",2025-11-11,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
installation logo,53,53,50,20,1.96,https://www.perl.org/,0,0,0.00,0.05,2880000000,"[5,11,0,52,41,29,52,52,41,17,23,23]",2025-11-02,"Image pack, Video, Image, Related searches",informational,Organic
k possible characters,71,71,50,25,0.00,https://perldoc.perl.org/perlre,0,0,0.00,0,180000000,"[100,4,4,4,4,4,4,4,4,0,4,4]",2025-12-20,"Knowledge panel, Image pack, Sitelinks, Video, Image, Related searches",informational,Organic
perl print an array,26,26,90,11,0.00,https://perldoc.perl.org/functions/print,0,0,0.00,0,9890000,"[42,42,26,42,42,42,34,26,26,26,34,26]",2025-12-17,"Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
perl print an array,45,45,90,11,0.00,https://perldoc.perl.org/perllol,0,0,0.00,0,9890000,"[42,42,26,42,42,42,34,26,26,26,34,26]",2025-12-17,"Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
install source,68,68,50,67,0.00,https://www.perl.org/get.html,0,0,0.00,0,10,"[29,64,52,52,41,23,23,23,23,23,29,41]",2025-11-17,"Sitelinks, Video, People also ask, Related searches",informational,Organic
install source,71,71,50,67,0.00,https://www.perl.org/get.html,0,0,0.00,0,10,"[29,64,52,52,41,23,23,23,23,23,29,41]",2025-11-17,"Sitelinks, Video, People also ask, Related searches",informational,Organic
map of elements,75,75,140,15,0.00,https://perldoc.perl.org/functions/map,0,0,0.00,0,869000000,"[16,13,10,8,6,13,10,10,6,8,20,13]",2025-09-11,"Image pack, Video, Image, Video Carousel, People also ask, Related searches, Datasets",informational,Organic
argv php,38,38,70,35,0.00,https://perldoc.perl.org/variables/@ARGV,0,0,0.00,0,1520000,"[41,23,41,29,52,64,52,41,41,29,41,29]",2025-12-06,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
onion pokemon,48,48,390,19,0.00,https://www.perl.org/,0,0,0.00,0,100,"[44,36,44,44,54,67,54,44,44,54,44,44]",2025-09-10,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
perl lowercase,34,34,70,13,0.00,https://perldoc.perl.org/perlrecharclass,0,0,0.00,0,71,"[81,81,63,63,63,63,63,63,63,63,63,63]",2025-09-10,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
define unzipping,98,98,110,26,0.00,https://perldoc.perl.org/IO::Uncompress::Unzip,0,0,0.00,0,3590000,"[9,19,42,52,33,42,52,100,100,66,66,42]",2025-12-05,"Knowledge panel, Video, Related searches",informational,Organic
pattern regular,54,54,70,35,0.00,https://perldoc.perl.org/perlre,0,0,0.00,0,10,"[42,23,23,23,33,23,52,42,100,33,19,33]",2025-11-20,"Image pack, Sitelinks, Video, People also ask, Related searches",informational,Organic
pattern regular,61,61,70,35,0.00,https://perldoc.perl.org/perlre,0,0,0.00,0,10,"[42,23,23,23,33,23,52,42,100,33,19,33]",2025-11-20,"Image pack, Sitelinks, Video, People also ask, Related searches",informational,Organic
twin bloggers,94,94,110,11,0.00,https://blogs.perl.org/users/mohammad_s_anwar/2019/03/my-twin-projects.html,0,0,0.00,0,30300000,"[35,18,29,22,14,29,35,22,8,18,18,29]",2025-09-11,"Image pack, Video, Related searches, AI overview",informational,Organic
macos unix,63,63,170,56,0.00,https://www.perl.org/get.html,0,0,0.00,0,55000000,"[28,28,35,35,44,28,23,23,18,23,18,18]",2025-09-08,"Sitelinks, Video, People also ask, Related searches, Things to know, AI overview",informational,Organic
macos active directory,51,51,140,36,9.49,https://www.perl.org/get.html,0,0,0.00,0.15,10,"[35,43,35,35,43,10,10,53,35,35,43,28]",2025-11-09,"Image pack, Sitelinks, Video, Ads bottom, Video Carousel, Related searches",informational,Organic
scalar data types,25,25,110,17,0.00,https://perldoc.perl.org/perldata,0,0,0.00,0,16100000,"[33,66,66,52,14,52,66,52,52,33,52,33]",2025-09-07,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
decryption base64,33,33,110,57,0.00,https://perldoc.perl.org/MIME::Base64,0,0,0.00,0,2970000,"[8,6,13,10,8,3,16,13,16,5,8,6]",2025-12-19,"Sitelinks, Video, Video Carousel, Related searches",informational,Organic
how do you copy files,92,92,140,24,0.00,https://perldoc.perl.org/File::Copy,0,0,0.00,0,1260000000,"[66,42,80,42,80,33,52,80,52,42,52,100]",2025-12-11,"Sitelinks, Video, Video Carousel, Related searches, Short videos, AI overview",informational,Organic
erl.exe,42,42,70,5,0.00,https://www.perl.org/get.html,0,0,0.00,0,56,"[28,21,34,34,21,21,34,34,21,15,0,15]",2025-09-05,"Image pack, Sitelinks, Video",informational,Organic
5 v 5,62,62,140,43,0.00,https://www.perl.org/,0,0,0.00,0,10,"[19,29,5,15,12,7,7,15,12,23,10,23]",2025-11-08,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",navigational,Organic
moose nose jelly,51,51,110,31,0.00,https://blogs.perl.org/users/byterock/assets_c/2018/11/jellied-moose-nose-cooking-native-american-food-3854.html,0,0,0.00,0,416000,"[34,43,43,28,34,28,28,43,34,34,43,53]",2025-12-21,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,Organic
language pl,30,30,210,38,0.00,https://www.perl.org/,0,0,0.00,0,819000000,"[23,43,53,100,23,23,43,66,100,35,53,53]",2025-12-11,"Sitelinks, Video, Related searches, AI overview",informational,Organic
mysqladmin exe,87,87,90,7,2.91,https://blogs.perl.org/users/mithaldu/2014/03/how-to-compile-dbdmysql-on-windows.html,0,0,0.00,0.04,10,"[29,52,52,41,41,41,64,52,52,41,52,52]",2025-11-14,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
top 5 coding languages,71,71,90,54,0.00,https://www.perl.org/,0,0,0.00,0.01,185000000,"[100,100,78,64,64,64,50,35,35,35,50,78]",2025-12-03,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Short videos, Discussions and forums, AI overview",commercial,Organic
hashes perl,18,18,110,21,0.00,https://perldoc.perl.org/functions/keys,0,0,0.00,0,133000,"[35,15,0,23,35,15,11,23,23,23,11,18]",2025-12-06,"Sitelinks, Video, Related searches, AI overview","commercial, informational",Organic
hashes perl,27,27,110,21,0.00,https://perldoc.perl.org/Hash::Util,0,0,0.00,0,133000,"[35,15,0,23,35,15,11,23,23,23,11,18]",2025-12-06,"Sitelinks, Video, Related searches, AI overview","commercial, informational",Organic
hashes perl,74,74,110,21,0.00,https://perldoc.perl.org/functions/values,0,0,0.00,0,133000,"[35,15,0,23,35,15,11,23,23,23,11,18]",2025-12-06,"Sitelinks, Video, Related searches, AI overview","commercial, informational",Organic
larry web,60,60,110,29,0.00,https://www.perl.org/,0,0,0.00,0,258000000,"[28,28,43,21,21,21,34,21,65,53,28,43]",2025-10-30,"Video, People also ask, Related searches","commercial, informational",Organic
r programming latest version,54,54,480,89,0.00,https://www.perl.org/,0,0,0.00,0,307000000,"[67,36,55,20,30,13,10,45,45,67,45,13]",2025-10-02,"Sitelinks, Video, Video Carousel, People also ask, Related searches",informational,Organic
tmpfile,49,49,170,25,0.00,https://perldoc.perl.org/File::Temp,0,0,0.00,0.01,10,"[4,3,4,5,7,8,5,8,3,4,5,3]",2025-11-25,"Image pack, Sitelinks, Video, Related searches","commercial, informational",Organic
escape character regex,41,41,480,40,0.00,https://perldoc.perl.org/perlrebackslash,0,0,0.00,0,5170000,"[81,54,67,54,44,44,29,44,54,67,54,54]",2025-12-18,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
create struct,95,95,110,57,0.00,https://perldoc.perl.org/Class::Struct,0,0,0.00,0,35500000,"[64,41,52,52,82,100,100,64,52,64,41,82]",2025-12-05,"Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,Organic
free wordle org,60,60,70,60,0.00,https://www.perl.org/,0,0,0.00,0,10,"[63,45,45,45,45,45,81,81,81,0,81,63]",2025-11-12,"Sitelinks, Video, People also ask, Related searches",commercial,Organic
5.8 4,17,17,70,13,0.00,https://www.perl.org/,0,0,0.00,0,490000000,"[35,0,64,50,64,35,50,64,64,100,64,50]",2025-09-06,"Image pack, Sitelinks, Video, People also ask, Related searches","commercial, informational",Organic
5.8 4,36,36,70,13,0.00,https://perldoc.perl.org/functions/getpwnam,0,0,0.00,0,490000000,"[35,0,64,50,64,35,50,64,64,100,64,50]",2025-09-06,"Image pack, Sitelinks, Video, People also ask, Related searches","commercial, informational",Organic
start perl script,20,20,40,11,0.00,https://perldoc.perl.org/perlrun,0,0,0.00,0,40300000,"[45,45,45,18,18,18,100,100,18,18,18,18]",2025-12-20,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
programming lenguage,19,19,70,74,2.29,https://www.perl.org/,0,0,0.00,0.04,366000000,"[100,0,0,0,0,0,0,0,0,0,0,0]",2025-11-25,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, Things to know, AI overview",informational,Organic
programming lenguage,31,31,70,74,2.29,https://www.perl.org/,0,0,0.00,0.04,366000000,"[100,0,0,0,0,0,0,0,0,0,0,0]",2025-11-25,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, Things to know, AI overview",informational,Organic
pl file,49,49,210,24,0.00,https://perldoc.perl.org/File::Spec,0,0,0.00,0,1700000000,"[10,16,16,10,13,16,13,13,16,16,13,13]",2025-09-07,"Image pack, Sitelinks, Video, People also ask, Related searches",informational,Organic
linux screen capture utility,42,42,110,39,0.00,https://blogs.perl.org/users/saif/2018/06/linux-screenshot-application-in-perl.html,0,0,0.00,0,1060000,"[52,52,42,66,42,52,33,42,80,80,66,33]",2025-10-18,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
regex forward slash escape,25,25,40,18,0.00,https://perldoc.perl.org/perlrebackslash,0,0,0.00,0,38600,"[0,28,71,100,71,71,71,71,42,14,100,71]",2025-08-19,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
basename in python,44,44,140,30,0.00,https://perldoc.perl.org/File::Basename,0,0,0.00,0,1770000,"[29,15,19,19,9,29,15,23,23,19,15,19]",2025-12-19,"Sitelinks, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
coding languages python,87,87,50,79,1.97,https://www.perl.org/,0,0,0.00,0.21,194000000,"[23,23,23,23,19,42,23,9,52,9,9,9]",2025-09-10,"Knowledge panel, Sitelinks, Video, People also ask, Related searches, Things to know, AI overview",informational,Organic
latex mac os x,88,88,170,59,1.85,https://www.perl.org/get.html,0,0,0.00,0.02,2340000,"[43,22,29,35,54,10,22,66,35,35,29,66]",2025-12-10,"Sitelinks, Image, Video Carousel, Related searches","informational, transactional",Organic
the stable at the pearl,67,67,30,15,0.50,https://www.perl.org/get.html,0,0,0.00,0.12,10,"[14,35,28,14,14,14,14,14,14,14,14,14]",2025-11-16,"Knowledge panel, Image pack, Sitelinks, Video, Image, Related searches",navigational,Organic
go to www.anwire.org,86,86,170,3,0.00,https://blogs.perl.org/users/mohammad_s_anwar/2018/09/1000-pull-requests-what-kept-me-going.html,0,0,0.00,0,93600000,"[1,16,100,13,0,8,0,0,0,0,0,0]",2025-12-12,"Sitelinks, Video",navigational,Organic
go to www.anwire.org,97,97,170,3,0.00,https://blogs.perl.org/users/mohammad_s_anwar/2018/09/1000-pull-requests-what-kept-me-going.html,0,0,0.00,0,93600000,"[1,16,100,13,0,8,0,0,0,0,0,0]",2025-12-12,"Sitelinks, Video",navigational,Organic
rhel 9 download,98,98,260,46,5.83,https://www.perl.org/get.html,0,0,0.00,0.1,7140000,"[43,35,35,54,54,100,54,66,54,81,66,54]",2025-12-07,"Sitelinks, Video, Ads top, Video Carousel, People also ask, Related searches",informational,Organic
ancient greek hoplites,40,40,50,31,0.00,https://qa.perl.org/phalanx/history.html,0,0,0.00,0,229000,"[0,0,26,0,65,0,15,19,0,26,100,15]",2025-12-19,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
tar: this does not look like a tar archive,32,32,70,18,0.00,https://perldoc.perl.org/Archive::Tar,0,0,0.00,0,68300000,"[0,4,5,6,5,8,4,4,3,1,0,0]",2025-12-16,"Sitelinks, Video, Related searches, AI overview",informational,Organic
perl reserved keywords,5,5,50,22,0.00,https://perldoc.perl.org/perlglossary,0,0,0.00,0,283000,"[9,9,9,52,9,52,52,52,9,9,9,9]",2025-12-17,"Sitelinks, Video, Related searches, AI overview",informational,Organic
perl reserved keywords,39,39,50,22,0.00,https://perldoc.perl.org/perlre,0,0,0.00,0,283000,"[9,9,9,52,9,52,52,52,9,9,9,9]",2025-12-17,"Sitelinks, Video, Related searches, AI overview",informational,Organic
perl reserved keywords,41,41,50,22,0.00,https://perldoc.perl.org/perlref,0,0,0.00,0,283000,"[9,9,9,52,9,52,52,52,9,9,9,9]",2025-12-17,"Sitelinks, Video, Related searches, AI overview",informational,Organic
base64 decorder,11,11,110,37,0.00,https://perldoc.perl.org/MIME::Base64,0,0,0.00,0,10,"[100,100,81,81,0,0,0,0,0,81,0,0]",2025-11-10,"Image pack, Sitelinks, Video, Related searches",navigational,Organic
sqrt -17,15,15,70,40,0.00,https://perldoc.perl.org/functions/sqrt,0,0,0.00,0,20400000,"[0,0,0,0,0,0,24,0,0,0,0,0]",2025-12-13,"Instant answer, Image pack, Sitelinks, Video, People also ask, Related searches",informational,Organic
5 x 64,50,50,170,78,0.00,https://www.perl.org/get.html,0,0,0.00,0,10,"[35,35,23,28,28,43,53,66,53,35,43,43]",2025-11-18,"Instant answer, Image pack, Sitelinks, Video, Related searches",informational,Organic
5 x 64,79,79,170,78,0.00,https://www.perl.org/get.html,0,0,0.00,0,10,"[35,35,23,28,28,43,53,66,53,35,43,43]",2025-11-18,"Instant answer, Image pack, Sitelinks, Video, Related searches",informational,Organic
5 x 64,81,81,170,78,0.00,https://www.perl.org/get.html,0,0,0.00,0,10,"[35,35,23,28,28,43,53,66,53,35,43,43]",2025-11-18,"Instant answer, Image pack, Sitelinks, Video, Related searches",informational,Organic
iis current version,50,50,110,53,0.00,https://www.perl.org/get.html,0,0,0.00,0,43800000,"[64,100,64,64,82,82,82,64,64,64,41,64]",2025-12-12,"Sitelinks, Video, Related searches, AI overview",informational,Organic
code for download,93,93,90,63,0.00,https://www.perl.org/get.html,0,0,0.00,0,5790000000,"[52,41,52,52,41,52,64,41,41,41,64,64]",2025-12-12,"Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
